green_wv	Wavelength
584.549	1.062087588248565
584.903	1.04683209998409
585.257	1.0178907495465355
585.612	1.0380779961453712
585.966	1.0202585538434203
586.32	1.0256504129063386
586.674	1.0595917405345687
587.028	1.06995976392688
587.382	1.1059371582877513
587.736	1.0787099012108121
588.089	1.1257302845174424
588.443	1.1175589111409006
588.797	1.1294591534619283
589.151	1.1332845393888777
589.504	1.1873597405148086
589.858	1.1308526896281534
590.212	1.1596555635873986
590.565	1.2004848806299837
590.919	1.2047137308811582
591.272	1.2071843224663754
591.625	1.185604981010308
591.979	1.2505802199928995
592.332	1.1978223838862694
592.685	1.287443249064567
593.039	1.261374631675047
593.392	1.25193517157452
593.745	1.2098485856185153
594.098	1.3352133362855296
594.451	1.2506947884074762
594.804	1.2968592315110459
595.157	1.3148173040079092
595.51	1.2852216354507342
595.863	1.3458269744784972
596.215	1.332200774125877
596.568	1.345859837867018
596.921	1.3954333112978907
597.273	1.3457582343376313
597.626	1.3435656936065012
597.979	1.395841207886493
598.331	1.3549763312014116
598.684	1.3934263616691427
599.036	1.3622164456236778
599.389	1.455518495532357
